1455436,19920101,article,mesh,"Animals,B-Lymphocytes,Cell Division,Cell Survival,Cytotoxicity, Immunologic,Killer Cells, Natural,Liver,Male,Mice,Mice, Inbred C3H,Mice, Inbred C57BL,Organ Size,Rats,Rats, Sprague-Dawley,Spleen,T-Lymphocytes,Tetrachloroethylene","adverse effects,cytology,drug effects,immunology","D007694 Q000187 NY,D002455 Q000187 NN,D007694 Q000166 NN,D001402 Q000166 NN,D008099 Q000276 NN,D003602 Q000187 NY,D001402 Q000187 NY,D013154 Q000166 NY,D013154 Q000276 NN,D013601 Q000166 NN,D013601 Q000187 NY,D013750 Q000009 NY,D008099 Q000166 NY",31373,NULL,Effects of tetrachloroethylene on hepatic and splenic lymphocytotoxic activities in rodents.,"The industrial solvent tetrachloroethylene (TCE) is a liver carcinogen in experimental animals but is without significant genotoxicity. Presumably some nongenotoxic mechanism accounts for its cancer-causing effects. We have therefore investigated the effects of TCE on splenic and hepatic lymphocytotoxic activities in Sprague-Dawley rats and B6C3F1 mice, following in vivo and in vitro exposure to TCE. Natural killer (NK), natural cytotoxic, and ""natural P815 killer"" activities were measured in liver- and spl",Toxicology and industrial health,"L M Schlichting, P F Wright, N H Stacey"," Toxicology Unit, National Institute of Occupational Health and Safety Worksafe Australia, University of Sydney, NSW.",1992 Jan;8(5):255-66,NULL
3715914,19860401,article,mesh,"Animals,DNA Repair,DNA, Single-Stranded,Injections, Intraperitoneal,Kidney,Liver,Lung,Male,Mice,Tetrachloroethylene,Trichloroethylene","biosynthesis,drug effects,metabolism,toxicity","D014241 Q000633 NY,D014241 Q000378 NN,D008099 Q000187 NY,D007668 Q000378 NN,D007668 Q000187 NY,D004277 Q000096 NY,D008099 Q000378 NN,D004260 Q000187 NN,D013750 Q000378 NN,D013750 Q000633 NY,D008168 Q000187 NY,D008168 Q000378 NN","6575,31373",NULL,Induction of single-strand breaks in DNA of mice by trichloroethylene and tetrachloroethylene.,"Trichloroethylene (TRI) (4-10 mmol/kg body wt) and tetrachloroethylene (PER) (4-8 mmol/kg body wt) were given to male mice by i.p. injection. The induction of single-strand breaks (SSB) in DNA of liver, kidney and lung was studied by the DNA unwinding technique. There was a linear increase of the level of SSB in kidney and liver DNA but not in lung DNA 1 h after administration. The damage was completely repaired 24 h after injection. The capability of TRI and PER to induce SSB in liver DNA is compared to th",Toxicology letters,S A Walles,NULL,1986 Apr;31(1):31-5,10.1016/0378-4274(86)90191-8
20634266,20100901,article,"xref,mesh","Animals,Comet Assay,Kidney,Liver,Mice,Models, Statistical,Mutagens,Tetrachloroethylene","drug effects,toxicity","D007668 Q000187 NN,D013750 Q000633 NY,D009153 Q000633 NY,D008099 Q000187 NN",31373,127697393,Is tetrachloroethylene genotoxic or not?,"A recent study published in Mutagenesis, in which the ability of tetrachloroethylene to induce DNA damage, detected by the alkaline comet assay, in mouse tissues (liver and kidney) was examined, has resulted in different interpretations of the data for liver as either positive or negative for genotoxicity. Here, I discuss the statistical approaches used and comment on the different conclusions reached. ",Mutagenesis,David Lovell," Division of Basic Medical Sciences, St George's University of London, Cranmer Terrace, London SW17 0RE, UK. dlovell@sgul.ac.uk",2010 Sep;25(5):443-6,10.1093/mutage/geq036
6499114,19841201,article,mesh,"Acetaldehyde,Animals,DNA Repair,Dichloroethylenes,Ethylenes,Hydrocarbons, Chlorinated,In Vitro Techniques,Liver,Male,Rats,Tetrachloroethylene,Trichloroethylene","analogs &amp; derivatives,drug effects,metabolism,toxicity","D014241 Q000378 NN,D000079 Q000378 NN,D006843 Q000378 NY,D005030 Q000378 NY,D004260 Q000187 NY,D008099 Q000378 NY,D005030 Q000633 NN,D004000 Q000378 NN,D006843 Q000633 NN,D013750 Q000378 NN,D000079 Q000031 NN,D008099 Q000187 NN","177,6325,6575,6576,31373",NULL,Chlorinated ethylenes: their metabolism and effect on DNA repair in rat hepatocytes.,"The major initial metabolites of the chlorinated ethylenes in hepatocyte suspensions isolated from phenobarbital treated rats were as follows (rates of metabolite production in nmol/10(6) cells/min are given in brackets): vinylidene chloride, dichloroacetic acid (0.015); cis-1,2-dichloroethylene, 2,2-dichloroethanol (0.24); trans-1,2-dichloroethylene, dichloroacetic acid (0.005); trichloroethylene, chloral hydrate (2.7); tetrachloroethylene, trichloroacetic acid (0.08). Comparison of the metabolism of the c",Carcinogenesis,"A K Costa, K M Ivanetich",NULL,1984 Dec;5(12):1629-36,10.1093/carcin/5.12.1629
1383725,19921101,article,mesh,"Arsenic,Arsenicals,Dieldrin,Drug Interactions,Micronucleus Tests,Mutagens,Organometallic Compounds,Oxides,Plants,Tetrachloroethylene,Waste Disposal, Fluid,Water Pollutants, Chemical","analysis,drug effects,genetics,methods,pharmacology","D015162 Q000379 NN,D004026 Q000494 NY,D010944 Q000235 NN,D013750 Q000494 NY,D009153 Q000494 NY,D010944 Q000187 NY,D014874 Q000032 NY,D009942 Q000494 NY,D001151 Q000494 NY","11025,14888,31373,60963,222547,518605,969491,6478437,9846230,12358489,50931538,101820673,134687882",NULL,Synergistic and antagonistic effects on genotoxicity of chemicals commonly found in hazardous waste sites.,"Synergistic and antagonistic effects on genotoxicity of mixtures of four chemicals; i.e., lead tetraacetate (LTA), arsenic trioxide (ATO), dieldrin (DED), and tetrachloroethylene (TCE), were evaluated by the Tradescantia-micronucleus (Trad-MCN) assay. The chemicals were mixed in ratios of 1:1, 1:2 and 2:1 for mixtures of two chemicals and 1:1:1 each for three chemicals. The concentration of stock solution of these chemicals was around the minimum effective dose (MED) or below the MED for these chemicals as ",Mutation research,"T H Ma, S S Sandhu, Y Peng, T D Chen, T W Kim"," Department of Biological Sciences, Western Illinois University, Macomb 61455.",1992 Nov;270(1):71-7,10.1016/0027-5107(92)90103-9
3549228,19860101,article,mesh,"Animals,Cytochrome P-450 Enzyme System,Enzyme Induction,Escherichia coli,Liver,Liver Neoplasms,Rats,Salmonella typhimurium,Tetrachloroethylene,Trichloroethylene","biosynthesis,chemically induced,drug effects,enzymology,metabolism,toxicity","D014241 Q000378 NY,D013750 Q000378 NY,D008099 Q000201 NN,D003577 Q000096 NN,D013750 Q000633 NN,D004926 Q000187 NN,D012486 Q000187 NN,D008113 Q000139 NN,D014241 Q000633 NN","6575,31373",NULL,Metabolic conversion of tri- and tetrachloroethylene: formation and deactivation of genotoxic intermediates.,NULL,Developments in toxicology and environmental science,W Dekant,NULL,1986 Jan;12(?):211-21,NULL
3917197,19850601,article,mesh,"Animals,DNA Repair,Hydrocarbons, Chlorinated,Liver,Mutagenicity Tests,Rats,Salmonella typhimurium,Tetrachloroethylene,Trichloroethanes,Trichloroethylene","adverse effects,cytology,drug effects,genetics,methods","D009152 Q000379 NY,D008099 Q000187 NY,D014240 Q000009 NY,D012486 Q000235 NN,D004260 Q000187 NY,D014241 Q000009 NY,D008099 Q000166 NN,D006843 Q000009 NY,D013750 Q000009 NY","6278,6575,31373",NULL,Activities of chlorinated ethane and ethylene compounds in the Salmonella/rat microsome mutagenesis and rat hepatocyte/DNA repair assays under vapor phase exposure conditions.,"Three chlorinated ethane and ethylene solvent products were examined for their genotoxicity in the Salmonella/microsome mutagenesis and hepatocyte primary culture DNA repair assays using vapor phase exposures. The positive control in this study, monochloroethylene (vinyl chloride), induced reversion mutation of Salmonella tester strains TA100 and TA1535 with enhancement by an exogenous activation system and elicited unscheduled DNA synthesis in rat hepatocytes in culture. Exposures to 1,1,1-trichloroethane ",Cell biology and toxicology,"T Shimada, A F Swanson, P Leber, G M Williams"," Naylor Dana Institute for Disease Prevention, American Health Foundation, Valhalla, NY 10595.",1985 Jun;1(3):159-79,10.1007/bf00120162
7837977,19940901,article,mesh,"Base Sequence,Chloroacetates,Coliphages,DNA Primers,DNA, Bacterial,Dichloroacetic Acid,Escherichia coli,Molecular Sequence Data,Mutagenesis,Mutagenicity Tests,Mutation,Polymerase Chain Reaction,Salmonella typhimurium,Tetrachloroethylene,Trichloroethylene,Virus Activation","drug effects,genetics,pharmacology,virology","D003999 Q000494 NY,D014241 Q000494 NN,D004926 Q000821 NN,D014775 Q000187 NY,D004926 Q000235 NN,D012486 Q000235 NN,D004926 Q000187 NY,D013750 Q000494 NN,D017931 Q000235 NN,D003090 Q000187 NN,D012486 Q000187 NY,D004269 Q000235 NN","6575,6597,31373,517326,23681501",NULL,Dichloroacetic acid and related compounds: induction of prophage in E. coli and mutagenicity and mutation spectra in Salmonella TA100.,"We performed three types of studies to evaluate the genotoxicity of the chlorinated organic solvent perchloroethylene (PERC or tetrachloroethylene) and its volatile metabolites, trichloroacetyl chloride (TCAC) and trichloroacetic acid (TCA), as well as the volatile metabolites of trichloroethylene, i.e. dichloroacetyl chloride (DCAC), dichloroacetic acid (DCA), and 2,2,2-trichloroethanol (TCE). In the first set of studies, which involved the evaluation of these chemicals in the Microscreen prophage-inductio",Mutagenesis,"D M DeMarini, E Perry, M L Shelton"," Genetic Toxicology Division, US Environmental Protection Agency, Research Triangle Park, NC 27711.",1994 Sep;9(5):429-37,10.1093/mutage/9.5.429
7048080,19820401,article,mesh,"DNA Polymerase I,DNA Repair,DNA, Bacterial,Epoxy Compounds,Escherichia coli,Ethers, Cyclic,Hydrocarbons, Chlorinated,Mutagenicity Tests,Mutagens,Salmonella typhimurium","deficiency,drug effects,genetics,pharmacology","D004852 Q000494 NY,D004988 Q000494 NY,D004926 Q000235 NN,D004256 Q000172 NN,D004926 Q000187 NY,D006843 Q000494 NY,D004260 Q000187 NN,D012486 Q000187 NY,D004269 Q000235 NN",NULL,NULL,Mutagenicity of chloroalkene epoxides in bacterial systems.,"6 alpha-chloroepoxides have been tested for in vitro activity in a variety of systems. The epoxides were cis- and trans-1-chloropropene oxide, cis- and trans-1,3-dichloropropene oxide, trichloroethylene oxide and tetrachloroethylene oxide. The epoxides were assayed for mutagenicity in the absence of metabolic activation in S. typhimurium TA1535 and E. coli WP2 uvrA and for preferential inhibition of growth of DNA-repair-deficient E. coli. All 6 epoxides possessed DNA-modifying activity as evidenced by their",Mutation research,"S A Kline, E C McCoy, H S Rosenkranz, B L Van Duuren",NULL,1982 Apr;101(2):115-25,10.1016/0165-1218(82)90002-7
3887653,19850401,article,mesh,"Air Pollutants,Animals,Benzene,Biotransformation,Carcinogens, Environmental,Formaldehyde,Housing,Humans,In Vitro Techniques,Male,Mutagenicity Tests,Mutagens,Rats,Salmonella typhimurium,Styrene,Styrenes","genetics,toxicity","D013343 Q000633 NN,D001554 Q000633 NN,D005557 Q000633 NN,D012486 Q000235 NN,D000393 Q000633 NY","241,712,7501",NULL,Genotoxicity of organic chemicals frequently found in the air of mobile homes.,The 19 chemicals most commonly detected in a study of mobile homes in Texas were tested for mutagenicity using a battery of bacterial test strains; the literature was searched to obtain additional information concerning the mutagenicity and carcinogenicity of these chemicals. Formaldehyde was found to be present in 100% of the mobile homes and at the highest mean concentration (167 ppb). The remaining organic chemicals were all present at much lower mean concentrations (less than 10 ppb) and at varying freq,Toxicology letters,"T H Connor, J C Theiss, H A Hanna, D K Monteith, T S Matney",NULL,1985 Apr;25(1):33-40,10.1016/0378-4274(85)90097-9
